,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_title,artist,opinion
689,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,107533,4,Nangs,Tame Impala,NA
690,0.655,0.97,6,-8.658,0,0.0716,0.0196,0.873,0.0984,0.0669,145.018,311077,4,Traffic,Stan Christ,1
691,0.608,0.998,8,-3.252,0,0.0445,0.0121,0.692,0.299,0.338,148.001,405800,4,DJ POWA,HXIST,1
692,0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.551,132.007,267947,4,Turn On The Lights again.. (feat. Future),Fred again..,1
693,0.671,0.974,10,-5.003,0,0.0365,0.00858,0.255,0.109,0.422,145.006,182410,4,Jet Plane,Gusted,1
694,0.525,0.712,5,-7.012,0,0.206,0.679,0,0.303,0.55,72.91,307687,4,Self Love,MAVI,1
695,0.519,0.572,10,-9.305,0,0.0718,0.625,0,0.614,0.73,89.357,151013,4,Miracle Baby (feat. MAVI),The Alchemist,1
696,0.371,0.655,0,-9.901,1,0.0771,0.0526,2.14E-06,0.168,0.855,147.794,64766,4,"Love, of Money",MAVI,1
697,0.761,0.607,7,-4.83,1,0.0312,0.00961,2.24E-05,0.367,0.674,116.98,212600,4,Welcome To New York (Taylor's Version),Taylor Swift,NA
698,0.737,0.725,0,-5.417,1,0.0641,0.0976,0,0.174,0.755,96.012,231833,4,Blank Space (Taylor's Version),Taylor Swift,1
699,0.575,0.824,2,-4.823,1,0.038,0.000418,0.0214,0.0901,0.292,94.971,231000,4,Style (Taylor's Version),Taylor Swift,NA
700,0.547,0.885,0,-5.961,1,0.0418,0.000512,9.37E-05,0.39,0.192,91.992,235800,4,Out Of The Woods (Taylor's Version),Taylor Swift,NA
701,0.877,0.375,10,-10.83,1,0.304,0.333,0.0103,0.101,0.0832,77.028,205267,4,"Feels So Good (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)",A$AP Mob,NA
702,0.884,0.709,3,-6.258,1,0.418,0.169,0,0.136,0.495,75.027,166440,4,Coziest (feat. A$AP Twelvyy & Zack),A$AP Mob,NA
703,0.583,0.686,2,-6.932,1,0.392,0.324,0,0.132,0.743,144.607,219333,4,"What Happens (feat. A$AP Rocky, A$AP Ferg, Joey Bada$$, Kirk Knight, Nyck Caution, Meechy Darko & Zombie Juice)",A$AP Mob,1
704,0.848,0.663,8,-5.606,0,0.245,0.523,0,0.108,0.333,133.993,255413,4,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,1
705,0.509,0.718,3,-11.322,1,0.718,0.919,0.0145,0.291,0.492,120.989,91400,5,Last Day Of Skool (Skit),A$AP Mob,NA
706,0.193,0.0218,0,-31.16,0,0.0389,0.955,0.88,0.117,0.213,125.501,36935,3,Intro,Drake,NA
707,0.718,0.758,10,-8.29,1,0.0703,0.238,0.00653,0.11,0.349,118.989,266179,4,Falling Back,Drake,NA
708,0.765,0.627,0,-4.607,1,0.0622,0.000916,0.195,0.0847,0.536,118.997,308820,4,Texts Go Green,Drake,NA
709,0.883,0.283,0,-12.653,1,0.113,0.104,0.00167,0.0935,0.416,122.013,157390,4,Currents,Drake,NA
710,0.6,0.482,1,-11.596,1,0.0701,0.512,0.000104,0.115,0.323,121.909,173097,4,A Keeper,Drake,NA
711,0.826,0.276,11,-11.227,0,0.266,0.62,8.53E-05,0.118,0.484,123.985,129965,4,Calling My Name,Drake,NA
712,0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,243228,4,Sticky,Drake,NA
713,0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,336924,3,Massive,Drake,1
714,0.593,0.41,3,-13.097,0,0.0531,0.886,0.0993,0.115,0.201,122.584,254407,4,Flight's Booked,Drake,NA
715,0.502,0.645,2,-10.611,0,0.122,0.444,0.00964,0.107,0.518,109.739,202451,4,Overdrive,Drake,NA
716,0.718,0.319,3,-11.261,1,0.0435,0.965,0.00036,0.0895,0.639,109.994,250865,4,Down Hill,Drake,NA
717,0.775,0.688,4,-10.912,0,0.0593,0.0176,0.0917,0.108,0.284,120.017,336005,4,Tie That Binds,Drake,NA
718,0.557,0.706,0,-6.592,1,0.0649,0.268,0,0.132,0.582,105.013,237933,4,Liability,Drake,NA
719,0.58,0.722,1,-5.686,1,0.271,0.513,0,0.405,0.777,47.917,104427,5,Red Water,Earl Sweatshirt,NA
720,0.326,0.923,10,-2.946,0,0.431,0.437,0,0.385,0.799,170.949,66120,4,Cold Summers,Earl Sweatshirt,NA
721,0.518,0.706,8,-5.148,1,0.227,0.0109,6.5E-05,0.496,0.418,128.26,113787,4,Nowhere2go,Earl Sweatshirt,NA
722,0.547,0.679,1,-6.374,1,0.383,0.712,0,0.154,0.558,79.618,106853,4,December 24,Earl Sweatshirt,NA
723,0.319,0.751,11,-2.801,1,0.0619,0.0219,0.151,0.515,0.474,69.79,101987,4,Ontheway! (feat. Standing On The Corner),Earl Sweatshirt,NA
724,0.417,0.731,11,-4.989,1,0.265,0.00525,0.0352,0.621,0.575,134.003,165120,1,The Mint (feat. Navy Blue),Earl Sweatshirt,NA
725,0.512,0.576,8,-4.238,0,0.283,0.0381,0.0365,0.198,0.319,75.978,94547,4,The Bends,Earl Sweatshirt,NA
726,0.396,0.859,7,-3.365,1,0.298,0.38,0,0.672,0.658,59.64,59293,4,Loosie,Earl Sweatshirt,NA
727,0.459,0.864,1,-2.163,1,0.263,0.171,2.95E-06,0.683,0.703,106.175,85840,4,Azucar,Earl Sweatshirt,1
728,0.274,0.941,0,-1.551,0,0.197,0.453,1.68E-05,0.543,0.456,92.175,93733,4,Eclipse,Earl Sweatshirt,NA
729,0.354,0.897,10,-2.262,0,0.249,0.0308,2.13E-05,0.629,0.771,77.871,119587,3,Veins,Earl Sweatshirt,NA
730,0.311,0.735,1,-6.164,1,0.246,0.45,0.0138,0.688,0.443,113.484,94987,1,Playing Possum (feat. Cheryl Harris & Keorapetse Kgositsile),Earl Sweatshirt,NA
731,0.36,0.624,1,-6.777,1,0.26,0.348,4.14E-06,0.264,0.529,77.196,73733,4,Peanut,Earl Sweatshirt,NA
732,0.489,0.624,4,-1.916,0,0.0344,0.834,0.347,0.325,0.574,167.108,66133,4,Riot!,Earl Sweatshirt,1
733,0.701,0.785,9,-3.825,0,0.0575,0.531,0,0.215,0.842,97.622,172748,3,Mi Vecindario,Fuerza Regida,NA
734,0.732,0.702,9,-2.611,0,0.186,0.503,1.58E-06,0.0826,0.781,109.774,140510,1,Gente Nueva,Fuerza Regida,NA
735,0.723,0.697,7,-3.643,1,0.215,0.161,0,0.0814,0.858,159.01,172056,3,Mi Terre CLN,Fuerza Regida,NA
736,0.648,0.744,6,-3.631,1,0.0308,0.26,0,0.154,0.807,140.155,126499,3,Whiskey Con Agua,Fuerza Regida,NA
737,0.668,0.847,11,-4.271,0,0.258,0.3,0,0.107,0.865,163.988,191250,3,Francotirador,Fuerza Regida,NA
738,0.758,0.812,4,-3.272,0,0.0854,0.188,0,0.0564,0.795,144.908,166821,4,Igualito a Mi Apá,Fuerza Regida,1
739,0.702,0.855,5,-3.166,0,0.11,0.482,0,0.453,0.737,97.348,190751,3,Una Raya Más Al Tigre,Fuerza Regida,NA
740,0.724,0.75,1,-4.156,1,0.0385,0.476,0,0.102,0.726,133.054,177500,3,Más Bélico Que el Diablo,Fuerza Regida,NA
741,0.763,0.767,5,-4.181,0,0.201,0.4,0,0.127,0.725,87.502,134624,3,Modo Maldito,Fuerza Regida,NA
742,0.703,0.773,8,-3.692,1,0.106,0.41,0,0.347,0.84,104.445,117509,4,Otro Amanecer,Fuerza Regida,NA
743,0.632,0.487,5,-3.411,1,0.037,0.578,3.29E-06,0.0746,0.533,140.638,186501,4,Tu Ventana,Fuerza Regida,NA
744,0.544,0.82,7,-3.818,0,0.0817,0.209,0,0.14,0.83,185.15,172502,3,Aretes,Fuerza Regida,NA
745,0.654,0.64,3,-11.063,0,0.377,0.0404,3.2E-05,0.117,0.655,139.914,363360,4,The Odyssey,Flatbush Zombies,1
746,0.628,0.618,5,-8.4,0,0.313,0.0113,0,0.109,0.362,110.007,241520,4,Bounce,Flatbush Zombies,1
747,0.549,0.73,2,-8.938,1,0.58,0.0428,0,0.142,0.654,157.164,245280,4,R.I.P.C.D.,Flatbush Zombies,1
748,0.785,0.511,6,-12.335,1,0.211,0.139,0.000214,0.657,0.484,105.639,255213,4,A Spike Lee Joint (feat. Anthony Flammia),Flatbush Zombies,1
749,0.707,0.256,1,-13.872,1,0.0397,0.0399,0.156,0.108,0.0652,89.99,149747,4,Fly Away,Flatbush Zombies,1
750,0.37,0.534,6,-12.224,1,0.0746,0.43,5.25E-05,0.105,0.217,59.672,301027,4,Ascension,Flatbush Zombies,1
751,0.709,0.324,5,-15.954,0,0.247,0.673,3.79E-06,0.109,0.118,99.974,124493,4,Smoke Break (Interlude),Flatbush Zombies,1
752,0.859,0.445,2,-9.161,1,0.363,0.0353,0,0.16,0.147,140.045,249360,4,Trade-Off,Flatbush Zombies,1
753,0.734,0.389,1,-9.999,1,0.06,0.109,0.000515,0.0947,0.398,135.151,271267,4,Good Grief (feat. Diamante),Flatbush Zombies,1
754,0.843,0.506,11,-11.312,1,0.285,0.278,6.34E-06,0.129,0.441,122.448,331347,4,"New Phone, Who Dis?",Flatbush Zombies,1
755,0.594,0.416,2,-10.474,1,0.325,0.136,0,0.174,0.405,139.935,343347,4,This Is It,Flatbush Zombies,1
756,0.483,0.615,1,-10.245,1,0.454,0.898,5.75E-05,0.102,0.547,78.403,779560,4,Your Favorite Rap Song,Flatbush Zombies,1
757,0.659,0.734,8,-8.856,1,0.206,0.0111,5.23E-06,0.106,0.328,110.916,172545,4,HELL-O,Flatbush Zombies,1
758,0.736,0.599,4,-10.58,0,0.332,0.0167,0,0.342,0.259,107.547,233307,4,Chunky,Flatbush Zombies,1
759,0.715,0.736,10,-9.549,0,0.209,0.0457,0,0.0853,0.628,149.93,237253,4,Vacation (feat. Joey Bada$$),Flatbush Zombies,1
760,0.828,0.631,7,-7.815,1,0.251,0.0056,0,0.139,0.502,128.538,240293,4,M. Bison,Flatbush Zombies,1
761,0.792,0.665,10,-5.676,0,0.1,0.0196,5.08E-06,0.597,0.786,90.001,258765,4,Headstone,Flatbush Zombies,1
762,0.655,0.662,9,-9.145,0,0.195,0.00881,0,0.228,0.137,131.036,237604,4,Big Shrimp,Flatbush Zombies,1
763,0.765,0.497,0,-9.684,1,0.293,0.013,0,0.139,0.138,132.016,232864,4,Leather Symphony (feat. A$AP Twelvyy),Flatbush Zombies,1
764,0.807,0.523,10,-6.651,0,0.298,0.0407,0,0.606,0.203,154.823,267374,4,Reel Girls (feat. Bun B),Flatbush Zombies,1
765,0.689,0.538,6,-9.098,1,0.359,0.0292,2.48E-05,0.181,0.316,77.464,272625,4,Facts (feat. Jadakiss),Flatbush Zombies,1
766,0.717,0.574,10,-10.902,0,0.356,0.229,0,0.114,0.353,100.015,183500,4,Ask Courtney,Flatbush Zombies,1
767,0.715,0.574,11,-10.243,0,0.098,0.00248,6.68E-05,0.128,0.345,137.579,297369,4,Crown (feat. Portugal. The Man),Flatbush Zombies,1
768,0.653,0.511,1,-7.309,1,0.473,0.163,0,0.157,0.77,172.266,202140,4,Proxies,Flatbush Zombies,1
769,0.496,0.554,1,-8.487,1,0.365,0.00664,0,0.111,0.328,80,316004,4,U&I (feat. Dia),Flatbush Zombies,1
770,0.73,0.629,7,-10.329,0,0.371,0.245,0,0.0863,0.686,80.045,240307,4,The Goddess (feat. Dave B.),Flatbush Zombies,1
771,0.565,0.497,2,-8.859,0,0.0474,0.211,1.63E-05,0.604,0.24,75.017,314743,4,Trapped,Flatbush Zombies,1
772,0.829,0.499,1,-10.446,0,0.32,0.0535,0,0.328,0.235,99.061,235630,4,Best American,Flatbush Zombies,1
773,0.752,0.782,6,-9.69,0,0.114,0.0343,0,0.114,0.476,145.462,150494,4,Misunderstood (feat. Nyck Caution),Flatbush Zombies,1
774,0.703,0.514,5,-15.59,0,0.374,0.892,0,0.354,0.315,132.026,169743,4,YouAreMySunshine,Flatbush Zombies,NA
775,0.595,0.578,1,-10.715,1,0.581,0.254,0,0.37,0.368,81.613,349598,4,The Glory (feat. Denzel Curry),Flatbush Zombies,1
776,0.528,0.595,0,-10.35,0,0.281,0.337,0,0.389,0.36,130.396,152547,4,1985,Freddie Gibbs,NA
777,0.543,0.551,1,-10.38,1,0.437,0.741,5.35E-05,0.583,0.638,75.932,239027,4,God Is Perfect,Freddie Gibbs,NA
778,0.451,0.514,6,-12.63,1,0.22,0.909,0.0151,0.362,0.459,67.072,153493,4,Look At Me,Freddie Gibbs,NA
779,0.489,0.62,7,-10.52,1,0.272,0.234,2.57E-05,0.312,0.308,70.463,281987,4,Frank Lucas (feat. Benny the Butcher),Freddie Gibbs,1
780,0.599,0.629,2,-11.325,1,0.381,0.665,0.0165,0.447,0.577,130.346,216827,4,Baby $hit,Freddie Gibbs,NA
781,0.651,0.493,8,-11.18,0,0.317,0.946,0,0.152,0.704,75.729,206027,4,Babies & Fools (feat. Conway the Machine),Freddie Gibbs,1
782,0.489,0.52,5,-11.265,1,0.263,0.791,0.00278,0.108,0.161,65.538,172427,4,Skinny Suge,Freddie Gibbs,1
783,0.39,0.776,4,-9.155,0,0.414,0.464,5.34E-05,0.689,0.774,147.592,153452,4,All Glass,Freddie Gibbs,NA
784,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,Do I Wanna Know?,Arctic Monkeys,1
785,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,201726,4,R U Mine?,Arctic Monkeys,1
786,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,206052,4,One For The Road,Arctic Monkeys,NA
787,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26E-06,0.212,0.506,179.949,207357,4,Arabella,Arctic Monkeys,1
788,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,185406,4,I Want It All,Arctic Monkeys,NA
789,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4,No. 1 Party Anthem,Arctic Monkeys,NA
790,0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,215012,4,Mad Sounds,Arctic Monkeys,NA
791,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049,4,Fireside,Arctic Monkeys,NA
792,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,161124,4,Why'd You Only Call Me When You're High?,Arctic Monkeys,1
793,0.728,0.638,5,-6.455,0,0.0336,0.249,0,0.116,0.872,130.014,193030,4,Snap Out Of It,Arctic Monkeys,NA
794,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,I Wanna Be Yours,Arctic Monkeys,1
795,0.387,0.922,9,-5.192,0,0.0674,0.00487,0,0.187,0.417,146.478,222947,4,The View From The Afternoon,Arctic Monkeys,NA
796,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,173680,4,I Bet You Look Good On The Dancefloor,Arctic Monkeys,1
797,0.454,0.778,9,-4.225,1,0.0449,0.00998,0,0.0427,0.704,127.158,177947,4,Fake Tales Of San Francisco,Arctic Monkeys,NA
798,0.522,0.889,1,-4.137,1,0.0461,0.00328,0,0.345,0.852,144.499,141133,4,Dancing Shoes,Arctic Monkeys,NA
799,0.58,0.972,11,-4.274,0,0.0589,0.00384,0,0.296,0.926,105.492,130813,4,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,Arctic Monkeys,NA
800,0.599,0.946,8,-4.192,1,0.0378,0.000669,0,0.0973,0.653,108.934,173667,4,Still Take You Home,Arctic Monkeys,NA
801,0.593,0.333,9,-14.342,1,0.046,0.358,0,0.245,0.258,103.537,134933,4,Riot Van,Arctic Monkeys,1
802,0.622,0.846,11,-4.831,0,0.0311,0.00316,0,0.0989,0.914,110.683,143627,4,Red Light Indicates Doors Are Secured,Arctic Monkeys,1
803,0.371,0.914,11,-4.917,0,0.081,0.000293,8.75E-05,0.0852,0.394,134.982,268627,4,Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,NA
804,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133,4,When The Sun Goes Down,Arctic Monkeys,1
805,0.216,0.882,11,-5.176,0,0.0439,0.00147,0,0.308,0.656,189.286,193427,4,From The Ritz To The Rubble,Arctic Monkeys,NA
806,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06E-05,0.11,0.201,137.949,331200,4,A Certain Romance,Arctic Monkeys,NA
807,0.575,0.664,4,-5.303,0,0.0481,0.637,0,0.116,0.437,129.07,241693,4,Take Me to Church,Hozier,1
808,0.52,0.643,4,-5.761,1,0.0432,0.198,7E-05,0.12,0.389,94.078,219213,4,Angel of Small Death and the Codeine Scene,Hozier,1
809,0.563,0.727,6,-4.202,1,0.036,0.0579,7.59E-06,0.0937,0.745,82.311,223120,4,Jackie and Wilson,Hozier,NA
810,0.446,0.533,7,-5.955,1,0.046,0.427,3.26E-06,0.332,0.58,183.81,222813,4,Someone New,Hozier,NA
811,0.576,0.443,0,-6.52,0,0.0255,0.402,0.000183,0.141,0.258,67.048,323640,3,To Be Alone,Hozier,NA
812,0.399,0.672,0,-5.506,1,0.05,0.584,2.45E-05,0.118,0.285,142.215,283467,5,From Eden,Hozier,NA
813,0.464,0.269,0,-12.14,1,0.0311,0.791,7.68E-06,0.139,0.184,131.396,318493,3,In a Week (feat. Karen Cowley),Hozier,NA
814,0.661,0.592,9,-5.215,0,0.027,0.184,1.88E-05,0.102,0.256,86.069,207667,4,Sedated,Hozier,NA
815,0.531,0.359,10,-7.672,1,0.0619,0.749,0,0.112,0.254,121.249,229720,4,Work Song,Hozier,NA
816,0.54,0.178,7,-14.33,1,0.0308,0.921,0.377,0.106,0.145,139.941,198027,3,Like Real People Do,Hozier,NA
817,0.501,0.446,0,-7.7,0,0.0338,0.379,4.83E-06,0.159,0.154,86.424,277653,4,It Will Come Back,Hozier,NA
818,0.503,0.445,8,-7.624,1,0.0292,0.163,0.000475,0.111,0.382,88.866,225227,4,Foreigner's God,Hozier,NA
819,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00234,0.0962,0.234,81.876,240147,4,Cherry Wine - Live,Hozier,NA
820,0.45,0.842,0,-3.602,1,0.102,0.0171,0,0.377,0.885,172.069,187333,4,MOJAITA,J Balvin,NA
821,0.785,0.792,9,-4.695,0,0.0641,0.0104,0,0.104,0.528,155.036,249600,4,YO LE LLEGO,J Balvin,NA
822,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98,198320,4,CUIDAO POR AHÍ,J Balvin,NA
823,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347,4,QUE PRETENDES,J Balvin,NA
824,0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,242573,4,LA CANCIÓN,J Balvin,1
825,0.627,0.675,5,-7.125,0,0.213,0.125,0,0.0784,0.961,79.31,277107,4,UN PESO,J Balvin,NA
826,0.74,0.698,6,-3.838,0,0.0388,0.215,0,0.116,0.529,139.99,270400,4,ODIO,J Balvin,NA
827,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79E-06,0.138,0.816,103.053,218827,4,COMO UN BEBÉ,J Balvin,NA
828,0.689,0.746,0,-5.971,1,0.0549,0.0771,0,0.291,0.376,113.569,113217,4,Inside Outside,Mac Miller,NA
829,0.489,0.867,6,-4.668,0,0.466,0.0205,0,0.353,0.55,75.1,167759,4,Here We Go,Mac Miller,NA
830,0.557,0.678,1,-5.772,1,0.279,0.149,0,0.611,0.366,148.103,398455,4,Friends (feat. ScHoolboy Q),Mac Miller,NA
831,0.628,0.822,5,-5.439,1,0.234,0.467,0,0.486,0.41,78.029,222671,4,Angel Dust,Mac Miller,NA
832,0.591,0.581,6,-5.76,0,0.165,0.145,4.9E-05,0.112,0.226,78.104,211681,4,Malibu,Mac Miller,NA
833,0.665,0.72,10,-5.698,1,0.422,0.847,0,0.166,0.444,87.894,232299,4,What Do You Do (feat. Sir Michael Rocks),Mac Miller,NA
834,0.58,0.689,8,-6.637,0,0.104,0.449,0,0.276,0.778,96.878,216702,4,It Just Doesn’t Matter,Mac Miller,NA
835,0.634,0.661,1,-7.008,0,0.0954,0.0323,0.00323,0.388,0.392,140.017,248731,4,Therapy,Mac Miller,NA
836,0.732,0.635,1,-7.891,1,0.41,0.493,7.02E-06,0.388,0.581,147.025,211683,4,Polo Jeans (feat. Earl Sweatshirt),Mac Miller,1
837,0.657,0.667,11,-5.233,0,0.0589,0.00353,0,0.184,0.386,86.018,168819,4,Happy Birthday,Mac Miller,NA
838,0.482,0.646,1,-6.75,1,0.386,0.722,0,0.377,0.35,132.551,229820,1,Wedding,Mac Miller,NA
839,0.659,0.609,0,-6.976,1,0.157,0.655,7.69E-06,0.108,0.377,74.005,223794,4,Funeral,Mac Miller,NA
840,0.595,0.617,1,-4.238,1,0.31,0.0395,4.06E-06,0.619,0.464,159.83,198107,4,Diablo,Mac Miller,1
841,0.426,0.758,5,-4.674,0,0.25,0.0822,0,0.191,0.654,170.45,175779,4,Ave Maria,Mac Miller,NA
842,0.46,0.546,0,-7.839,1,0.041,0.506,0.486,0.165,0.237,132.173,52711,4,55,Mac Miller,NA
843,0.59,0.59,0,-7.103,1,0.447,0.182,2.51E-05,0.11,0.19,77.914,164371,4,San Francisco,Mac Miller,NA
844,0.645,0.458,7,-8.888,0,0.0537,0.522,0.0914,0.291,0.397,142.175,331105,4,Colors and Shapes,Mac Miller,NA
845,0.697,0.663,1,-5.594,1,0.108,0.093,0,0.0917,0.314,120.08,239955,4,Insomniak (feat. Rick Ross),Mac Miller,NA
846,0.537,0.737,5,-5.858,0,0.319,0.391,0.000333,0.115,0.617,170.177,271283,4,Uber (feat. Mike Jones),Mac Miller,NA
847,0.443,0.737,0,-5.943,1,0.332,0.528,0,0.186,0.68,177.462,153881,4,Rain (feat. Vince Staples),Mac Miller,1
848,0.678,0.619,9,-6.795,1,0.334,0.118,0.000383,0.203,0.27,75.454,208093,4,Apparition,Mac Miller,NA
849,0.542,0.794,2,-4.723,0,0.395,0.0697,2.74E-06,0.688,0.689,95.736,186282,4,Thumbalina,Mac Miller,NA
850,0.479,0.598,1,-5.807,0,0.323,0.0536,0,0.456,0.244,110.456,327561,3,New Faces v2 (feat. Earl Sweatshirt and Da$h),Mac Miller,1
851,0.613,0.717,2,-5.409,1,0.116,0.188,0,0.131,0.325,78.05,211342,3,Grand Finale,Mac Miller,NA
852,0.511,0.793,8,-5.231,1,0.072,0.139,8.06E-06,0.205,0.146,148.082,304192,4,Yeah - bonus,Mac Miller,NA
853,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,Dang! (feat. Anderson .Paak),Mac Miller,1
854,0.742,0.561,6,-7.017,1,0.139,0.566,0.000135,0.641,0.55,134.01,326427,4,Stay,Mac Miller,1
855,0.614,0.591,5,-6.919,0,0.0651,0.527,0,0.111,0.481,120.04,287907,4,Skin,Mac Miller,NA
856,0.545,0.534,8,-6.874,0,0.047,0.235,0,0.345,0.24,140.021,480187,4,Cinderella (feat. Ty Dolla $ign),Mac Miller,1
857,0.643,0.491,9,-12.87,0,0.641,0.633,0.000109,0.104,0.431,173.147,191747,4,Planet God Damn (feat. Njomza),Mac Miller,NA
858,0.606,0.534,1,-6.904,1,0.512,0.132,1.1E-06,0.148,0.561,111.044,272973,4,Soulmate,Mac Miller,NA
859,0.641,0.637,3,-9.43,0,0.0579,0.794,0.0515,0.131,0.601,138.869,319273,4,We (feat. CeeLo Green),Mac Miller,NA
860,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016,216000,4,My Favorite Part,Mac Miller,NA
861,0.643,0.305,1,-12.841,1,0.486,0.482,0,0.664,0.482,102.245,85613,5,Hi.,L-Boy,NA
862,0.703,0.404,1,-12.828,0,0.362,0.00251,0,0.126,0.256,75.524,200773,4,Bitches (feat. Domo Genesis & Hodgy),Odd Future,NA
863,0.609,0.576,1,-9.992,1,0.45,0.119,0.0076,0.1,0.527,163.817,159147,4,"NY (Ned Flander) (feat. Hodgy & Tyler, The Creator)",Odd Future,NA
864,0.657,0.76,7,-5.551,0,0.0352,0.0953,0.000386,0.414,0.558,110.018,240733,4,Ya Know (feat. The Internet),Odd Future,NA
865,0.57,0.803,9,-5.288,0,0.334,0.127,0,0.662,0.719,76.908,182013,4,Forest Green (feat. Mike G),Odd Future,NA
866,0.679,0.536,5,-11.239,0,0.199,0.103,2E-06,0.113,0.127,127.059,155027,4,Lean (feat. Hodgy & Domo Genesis),Odd Future,NA
867,0.599,0.673,1,-8.363,1,0.566,0.229,3.77E-05,0.066,0.262,148.044,276387,4,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",Odd Future,NA
868,0.656,0.772,11,-2.898,0,0.303,0.0574,0,0.733,0.669,76.589,198733,4,50 (feat. MellowHype),Odd Future,NA
869,0.666,0.738,8,-8.032,1,0.405,0.068,0,0.158,0.157,73.454,147080,3,Snow White (feat. Hodgy & Frank Ocean),Odd Future,NA
870,0.545,0.75,4,-6.485,0,0.312,0.159,0,0.147,0.881,138.768,190253,4,"Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)",Odd Future,NA
871,0.426,0.882,5,-5.136,0,0.292,0.216,0,0.0761,0.503,138.657,204787,4,Real Bitch (feat. MellowHype & Taco),Odd Future,NA
872,0.619,0.669,11,-7.732,1,0.375,0.0603,0,0.124,0.588,79.793,195640,4,"P (feat. Hodgy & Tyler, The Creator)",Odd Future,NA
873,0.447,0.726,11,-7.636,0,0.366,0.0569,1.28E-06,0.276,0.545,91.038,220747,3,"Hcapd (feat. Domo Genesis, Hodgy & Tyler, The Creator)",Odd Future,NA
874,0.504,0.634,5,-8.582,0,0.394,0.385,0.000396,0.151,0.463,80.996,202067,4,"Sam (Is Dead) (feat. Domo Genesis & Tyler, The Creator)",Odd Future,NA
875,0.765,0.526,1,-8.801,1,0.399,0.0183,4.16E-05,0.433,0.27,155.938,193253,4,Doms (feat. Domo Genesis),Odd Future,1
876,0.689,0.524,8,-6.281,0,0.428,0.043,0,0.157,0.605,81.374,199333,4,"We Got Bitches (feat. Tyler, The Creator, Taco & Jasper Dolphin)",Odd Future,NA
877,0,0.0105,1,-31.61,1,0,0.933,0.962,0.166,0,0,12826,0,Intro,The Red Pears,NA
878,0.565,0.785,3,1.569,0,0.0378,0.0985,0.000687,0.0982,0.921,113.845,244584,4,What's the Difference?,The Red Pears,NA
879,0.531,0.433,0,-6.515,1,0.0339,0.381,0.0279,0.163,0.244,113.272,249991,4,Daylight/Moonlight,The Red Pears,1
880,0.326,0.768,5,1.381,1,0.0317,0.593,0,0.0964,0.439,88.593,186070,4,Hello-Sin-Nation,The Red Pears,1
881,0.347,0.863,4,1.507,1,0.0322,0.123,0,0.0796,0.562,132.573,176535,4,Run N' Hide,The Red Pears,1
882,0.831,0.411,6,-0.617,1,0.0453,0.381,1.49E-05,0.0393,0.504,122.843,195578,4,Sleepless Nights,The Red Pears,1
883,0.639,0.955,11,2.172,1,0.0381,0.18,0.0312,0.0946,0.272,119.901,171206,4,In My Mind,The Red Pears,NA
