,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_title,artist,opinion
884,0.442,0.8,4,2.574,1,0.0686,0.262,1.04E-06,0.664,0.369,118.053,176065,4,Time Bomb,The Red Pears,NA
885,0.405,0.797,7,-2.575,1,0.055,0.1,0.0366,0.264,0.634,139.882,189805,1,Do You Got the Time?,The Red Pears,NA
886,0.345,0.822,9,0.736,1,0.0455,0.475,0.367,0.2,0.249,123.499,352444,4,Polar Chimps/T.R.P.,The Red Pears,NA
887,0.392,0.458,4,-2.683,0,0.034,0.193,0,0.0687,0.149,114.96,206419,4,Forever,The Red Pears,1
888,0.832,0.491,8,-5.721,1,0.109,0.0157,1.34E-05,0.651,0.0561,129.979,135493,4,Gang Gang,ScHoolboy Q,NA
889,0.773,0.82,2,-4.454,1,0.245,0.348,1.65E-06,0.128,0.717,140.021,173280,4,Tales,ScHoolboy Q,NA
890,0.958,0.597,9,-7.092,0,0.111,0.0457,0,0.138,0.619,127.931,180453,4,CHopstix (feat. Travis Scott),ScHoolboy Q,NA
891,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79E-05,0.081,0.203,156.958,107147,4,Numb Numb Juice,ScHoolboy Q,NA
892,0.89,0.617,0,-8.029,0,0.214,0.28,0,0.0906,0.383,80.358,212253,4,Drunk (feat. 6LACK),ScHoolboy Q,NA
893,0.781,0.501,8,-5.854,1,0.3,0.0844,0,0.0891,0.22,93.987,171000,4,Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,NA
894,0.867,0.545,4,-5.185,1,0.413,0.209,0,0.139,0.32,127.99,211800,4,5200,ScHoolboy Q,NA
895,0.734,0.902,2,-6.076,0,0.396,0.831,0.00106,0.226,0.4,155.097,147040,4,Black Folk,ScHoolboy Q,NA
896,0.906,0.545,11,-4.977,0,0.344,0.181,0,0.091,0.543,139.932,186827,4,Floating (feat. 21 Savage),ScHoolboy Q,NA
897,0.913,0.55,11,-7.013,1,0.149,0.00564,0.000644,0.118,0.156,132.019,189120,4,Die Wit Em,ScHoolboy Q,NA
898,0.825,0.644,1,-6.001,1,0.175,0.0311,0,0.086,0.79,132.019,161480,4,CrasH,ScHoolboy Q,NA
899,0.89,0.498,10,-7.4,0,0.427,0.0431,0,0.111,0.244,130.995,162093,4,Water (feat. Lil Baby),ScHoolboy Q,NA
900,0.739,0.798,11,-7.971,1,0.414,0.154,0.0096,0.126,0.668,154.148,201040,4,Attention,ScHoolboy Q,NA
901,0.667,0.692,5,-8.361,1,0.0285,0.147,3.75E-05,0.349,0.846,96.022,151333,4,Is This It,The Strokes,1
902,0.528,0.888,2,-6.039,1,0.0326,0.0116,0.756,0.154,0.897,145.971,208067,4,The Modern Age,The Strokes,NA
903,0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.928,153840,4,Soma,The Strokes,NA
904,0.424,0.884,0,-6.286,1,0.0365,0.00326,0.0499,0.0903,0.852,157.813,234693,4,Barely Legal,The Strokes,NA
905,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,183440,4,Someday,The Strokes,NA
906,0.515,0.863,7,-5.756,1,0.0308,0.00786,0.893,0.0616,0.961,143.017,188640,4,"Alone, Together",The Strokes,NA
907,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4,Last Nite,The Strokes,1
908,0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,224333,4,Hard To Explain,The Strokes,NA
909,0.721,0.654,0,-8.107,1,0.0329,0.268,0.00392,0.15,0.903,131.963,175200,4,When It Started,The Strokes,NA
910,0.503,0.687,9,-9.427,0,0.0314,0.00869,0.0131,0.131,0.619,143.902,202760,4,Trying Your Luck,The Strokes,NA
911,0.43,0.913,2,-6.203,0,0.0389,0.000959,0.369,0.137,0.481,154.06,196067,4,Take It Or Leave It,The Strokes,NA
912,0.628,0.571,0,-3.897,1,0.0628,0.00602,9.21E-05,0.0833,0.467,119.899,235947,4,Brooklyn Bridge To Chorus,The Strokes,NA
913,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,293360,4,Bad Decisions,The Strokes,NA
914,0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,375320,4,Eternal Summer,The Strokes,NA
915,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,310373,4,At The Door,The Strokes,NA
916,0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,275667,4,Why Are Sundays So Depressing,The Strokes,NA
917,0.353,0.613,9,-5.9,1,0.031,0.384,0.0123,0.103,0.282,177.375,337333,4,Not The Same Anymore,The Strokes,NA
918,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,351787,4,Ode To The Mets,The Strokes,NA
919,0.489,0.96,2,-9.191,1,0.0363,0.000383,0.00146,0.0622,0.795,98.258,115325,4,Chloe Kelly,Surf Curse,NA
920,0.246,0.968,4,-8.831,1,0.0443,8.54E-05,2.4E-05,0.103,0.502,187.289,193500,4,Bummer Friend,Surf Curse,NA
921,0.414,0.941,7,-9.809,1,0.0595,0.000169,0.00219,0.0861,0.491,189.185,133250,4,The Smell Saved My Life,Surf Curse,NA
922,0.287,0.973,10,-9.433,1,0.0526,0.000353,0.0144,0.0614,0.649,190.267,211094,4,Dreamin' Wild,Surf Curse,NA
923,0.42,0.898,9,-10.818,1,0.0341,2E-04,0.000251,0.084,0.647,161.069,197283,4,Fire Walk With Me,Surf Curse,NA
924,0.387,0.897,4,-6.985,1,0.0352,0.000353,0.451,0.0872,0.515,179.977,158923,4,Maps to The Stars,Surf Curse,NA
925,0.498,0.851,11,-7.887,0,0.0262,0.353,0.00283,0.189,0.707,170.002,188877,4,Labyrinth,Surf Curse,NA
926,0.595,0.75,9,-7.992,1,0.0328,0.0449,0.292,0.208,0.461,128.981,214081,4,River's Edge,Surf Curse,1
927,0.47,0.804,9,-6.908,1,0.0588,0.663,1.3E-06,0.165,0.31,174.938,197314,4,Midnight Cowboy,Surf Curse,1
928,0.69,0.516,2,-8.83,1,0.0276,0.59,0.0988,0.104,0.336,107.015,185607,4,Hour of the Wolf,Surf Curse,NA
929,0.501,0.828,11,-5.795,0,0.0313,0.42,0.928,0.0767,0.857,188.007,158628,4,Dead Ringers,Surf Curse,NA
930,0.405,0.881,9,-7.432,1,0.0476,0.0261,0.7,0.133,0.514,160.034,131010,4,Safe,Surf Curse,NA
931,0.372,0.706,2,-6.985,1,0.0306,0.12,0.314,0.11,0.485,167.263,150304,4,Memory,Surf Curse,NA
932,0.642,0.549,8,-8.913,1,0.0251,0.619,0.0303,0.0806,0.386,102.034,272933,4,Opera,Surf Curse,NA
933,0.444,0.813,2,-8.392,0,0.0286,0.264,0.166,0.119,0.905,175.953,167618,4,Trust,Surf Curse,NA
934,0.305,0.573,4,-7.963,1,0.0342,0.618,0.0278,0.15,0.213,105.966,298981,4,Jamie,Surf Curse,NA
935,0.44,0.227,7,-15.486,1,0.0459,0.772,0.00144,0.0951,0.0844,132.354,334902,4,Become the Warm Jets,Current Joys,1
936,0.716,0.447,2,-8.314,1,0.0388,0.701,0.429,0.0855,0.506,93.955,216540,4,Fear,Current Joys,NA
937,0.47,0.168,1,-12.747,1,0.0282,0.966,0.00923,0.108,0.196,136.115,278293,4,Alabama,Current Joys,NA
938,0.511,0.235,2,-13.851,1,0.031,0.944,0.00032,0.358,0.128,88.279,195000,4,Way out Here,Current Joys,NA
939,0.489,0.347,8,-15.143,1,0.0302,0.463,0.984,0.0987,0.106,127.971,377142,4,No Words,Current Joys,NA
940,0.594,0.219,9,-15.205,0,0.0369,0.88,0.00197,0.0799,0.0488,92.16,235227,4,In a Year of 13 Moons,Current Joys,NA
941,0.627,0.371,2,-10.621,1,0.0269,0.638,0.0672,0.0759,0.361,143.932,412418,4,A Different Age,Current Joys,1
942,0.556,0.346,6,-12.237,1,0.0288,0.85,0.161,0.0967,0.109,149.173,368703,4,My Nights Are More Beautiful Than Your Days,Current Joys,NA
943,0.363,0.08,6,-14.418,1,0.0673,0.972,0.00118,0.344,0.125,67.931,344096,3,Fox,Current Joys,NA
944,0.34,0.871,8,-10.368,1,0.0915,0.0136,0.000361,0.0847,0.159,193.277,119000,4,Reality Bytes,Surf Curse,NA
945,0.392,0.667,8,-11.231,1,0.0653,3.81E-05,0.776,0.104,0.676,167.377,193599,4,Beach Whatever,Surf Curse,NA
946,0.52,0.716,9,-11.491,1,0.0318,2.82E-05,0.000489,0.0703,0.652,91.668,124000,4,Haunt Me,Surf Curse,NA
947,0.363,0.79,11,-11.413,1,0.0648,0.012,0.036,0.112,0.384,195.916,170000,4,Skullder,Surf Curse,NA
948,0.642,0.8,9,-8.862,1,0.883,0.951,1.2E-06,0.725,0.859,107.112,68608,5,400 Million Plus Tax,Westside Gunn,NA
949,0.519,0.706,8,-6.983,1,0.214,0.605,0,0.175,0.61,135.831,95294,4,No Vacancy,Westside Gunn,1
950,0.508,0.791,6,-6.586,0,0.418,0.157,0,0.222,0.719,79.35,284302,4,George Bondo (feat. Conway the Machine & Benny The Butcher),Westside Gunn,1
951,0.477,0.863,4,-5.965,0,0.421,0.15,1.25E-06,0.626,0.485,81.111,288004,4,French Toast (feat. Wale & Joyce Wrice),Westside Gunn,1
952,0.616,0.661,9,-5.805,1,0.363,0.621,0,0.405,0.565,62.656,109933,3,Euro Step,Westside Gunn,1
953,0.41,0.821,4,-6.131,1,0.475,0.512,0,0.353,0.549,143.92,252955,4,$500 Ounces (feat. Freddie Gibbs & Roc Marciano),Westside Gunn,1
954,0.335,0.594,11,-5.691,0,0.0792,0.174,0,0.166,0.256,172.221,124674,5,Versace,Westside Gunn,1
955,0.433,0.553,10,-6.554,1,0.0641,0.62,0.00275,0.329,0.338,80.501,194184,5,Claiborne Kick (feat. Boldy James),Westside Gunn,1
956,0.663,0.568,8,-7.432,1,0.33,0.107,0,0.0642,0.921,87.646,141549,4,Shawn vs. Flair,Westside Gunn,1
957,0.536,0.456,11,-6.871,1,0.25,0.655,8.1E-05,0.648,0.361,66.037,134021,4,Party wit Pop Smoke (feat. Keisha Plum),Westside Gunn,1
958,0.353,0.633,8,-6.753,0,0.0804,0.212,0.000194,0.687,0.391,149.565,143368,3,LE Djoliba (feat. Cartier William),Westside Gunn,1
959,0.618,0.582,1,-9.454,1,0.297,0.625,3.84E-06,0.265,0.48,90.035,130613,4,Black Panther,Kendrick Lamar,NA
960,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,All The Stars (with SZA),Kendrick Lamar,1
961,0.768,0.471,2,-8.406,1,0.259,0.0201,0,0.268,0.405,131.023,267427,4,X (with 2 Chainz & Saudi),ScHoolboy Q,NA
962,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21E-06,0.176,0.589,140.08,238893,4,The Ways (with Swae Lee),Khalid,NA
963,0.706,0.775,1,-6.819,1,0.335,0.152,3.32E-05,0.416,0.847,127.929,180893,4,Opps (with Yugen Blakrok),Vince Staples,NA
964,0.601,0.583,8,-5.725,0,0.263,0.144,9.73E-05,0.183,0.32,148.785,208760,4,I Am,Jorja Smith,NA
965,0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,219307,4,Paramedic!,SOB X RBE,NA
966,0.507,0.606,8,-8.758,1,0.452,0.185,0,0.174,0.202,180.607,272307,4,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,NA
967,0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,225267,4,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1
968,0.549,0.449,9,-13.645,0,0.104,0.662,4.88E-05,0.0866,0.223,121.164,85267,4,Redemption Interlude,Zacari,NA
969,0.778,0.765,11,-7.175,0,0.128,0.139,0.0274,0.123,0.642,125.062,222093,4,Redemption (with Babes Wodumo),Zacari,NA
970,0.629,0.554,1,-6.759,1,0.326,0.28,0,0.158,0.308,126.694,242293,4,Seasons (with Sjava & Reason),Mozzy,NA
971,0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018,221827,4,Big Shot (with Travis Scott),Kendrick Lamar,NA
972,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,211440,4,Pray For Me (with Kendrick Lamar),The Weeknd,NA
973,0.423,0.667,6,-7.012,0,0.326,0.758,0,0.246,0.496,86.743,336511,4,Champagne Poetry,Drake,NA
974,0.701,0.741,2,-6.157,1,0.313,0.112,0,0.699,0.588,140.177,178623,4,Papi’s Home,Drake,NA
975,0.767,0.438,7,-8.726,0,0.29,0.181,0,0.142,0.381,86.975,221980,4,Girls Want Girls (with Lil Baby),Drake,NA
976,0.686,0.385,7,-8.35,0,0.297,0.614,0,0.131,0.147,143.07,296568,4,In The Bible (with Lil Durk & Giveon),Drake,NA
977,0.73,0.576,2,-5.442,1,0.287,0.354,3.59E-05,0.15,0.155,92.131,228461,4,Love All (with JAY-Z),Drake,NA
978,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,291175,4,Fair Trade (with Travis Scott),Drake,NA
979,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5E-06,0.323,0.331,136.008,257605,4,Way 2 Sexy (with Future & Young Thug),Drake,1
980,0.568,0.56,9,-9.059,1,0.42,0.228,3.05E-06,0.39,0.246,130.019,308756,4,TSU,Drake,NA
981,0.507,0.429,2,-7.726,1,0.326,0.0518,0,0.109,0.0744,91,273578,3,N 2 Deep,Drake,NA
982,0.518,0.69,9,-6.15,1,0.107,0.128,0,0.176,0.59,77.837,205721,4,Pipe Down,Drake,NA
983,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,133763,4,Yebba’s Heartbreak,Drake,NA
984,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,204347,4,No Friends In The Industry,Drake,NA
985,0.724,0.531,5,-4.108,0,0.298,0.225,0,0.11,0.141,89.901,239635,4,7am On Bridle Path,Drake,NA
986,0.488,0.635,10,-7.19,1,0.26,0.179,8.16E-06,0.156,0.783,174.072,269884,4,Race My Mind,Drake,NA
987,0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053,192418,4,Fountains (with Tems),Drake,NA
988,0.32,0.466,8,-6.77,1,0.0374,0.00645,0,0.133,0.338,177.693,229304,3,Get Along Better,Drake,NA
989,0.519,0.851,7,-6.001,1,0.29,0.118,0,0.178,0.711,123.823,213104,5,You Only Live Twice (with Lil Wayne & Rick Ross),Drake,NA
990,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,252379,4,IMY2 (with Kid Cudi),Drake,NA
991,0.783,0.416,4,-9.84,0,0.135,0.213,0,0.103,0.165,87.073,245131,4,F*****g Fans,Drake,NA
992,0.473,0.53,0,-8.506,1,0.249,0.812,6.92E-06,0.227,0.637,74.732,351220,3,The Remorse,Drake,NA
993,0.608,0.754,8,-5.277,1,0.0719,0.0305,0,0.119,0.455,97.071,222085,4,HYAENA,Travis Scott,NA
994,0.517,0.539,9,-6.474,0,0.038,0.000564,1.4E-05,0.537,0.531,108.984,255413,4,MODERN JAM (feat. Teezo Touchdown),Travis Scott,1
995,0.455,0.621,0,-7.694,0,0.0517,0.651,2.59E-06,0.123,0.28,119.043,251250,4,MY EYES,Travis Scott,1
996,0.624,0.65,2,-5.819,1,0.0358,0.0229,1.21E-05,0.145,0.138,150.048,127992,4,GOD'S COUNTRY,Travis Scott,NA
997,0.588,0.88,9,-6.117,0,0.0747,0.0976,0.000167,0.767,0.242,96.003,204447,3,SIRENS,Travis Scott,NA
998,0.557,0.774,7,-5.275,0,0.351,0.012,0,0.396,0.397,111.975,246134,4,MELTDOWN (feat. Drake),Travis Scott,1
999,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4,FE!N (feat. Playboi Carti),Travis Scott,1
1000,0.674,0.609,2,-6.306,0,0.045,0.461,0,0.328,0.509,116.066,274138,4,DELRESTO (ECHOES) (feat. Beyoncé),Travis Scott,NA
